"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"11","분뇨수집운반업","09_30_10_P","3110000","311000053201200001","2012-03-20","","01","영업/정상","11","영업","","","","","","","122-010","서울특별시 은평구 응암동 109-3 서강스카이빌상가 101호","","","(주)성신환경","2026-02-04 16:52:16","U","2026-02-06 02:40:00","","192994.628012876","455276.677445927","분뇨등관련영업관리","","","","","0","","0",
"12","분뇨수집운반업","09_30_10_P","3490000","349000053200200015","2002-05-01","","01","영업/정상","11","영업","","","","","032-772-3001","","","인천광역시 중구 사동 13-4 정우빌딩 910호","인천광역시 중구 인중로 178, 정우빌딩 9층 910호 (사동)","22313","제물포환경","2026-02-05 13:47:21","U","2026-02-07 02:40:00","","166719.882366105","440810.956215248","분뇨등관련영업관리","","","","","0","","0",
"13","분뇨수집운반업","09_30_10_P","5150000","515000053202600001","2026-01-30","","01","영업/정상","11","영업","","","","","054 834 2616","","769-803","경상북도 의성군 의성읍 중리리 633-4","경상북도 의성군 의성읍 북원3길 63-7","769-803","극동사 청년정화조","2026-02-10 09:51:29","U","2026-02-12 02:40:00","","352390.269789671","319046.755100244","분뇨등관련영업관리","","","","","0","","0",
"14","분뇨수집운반업","09_30_10_P","4480000","448000053199700003","1997-12-13","","01","영업/정상","11","영업","","","","","043-423-8208","","","충청북도 단양군 매포읍 평동리 203","충청북도 단양군 매포읍 단양로 1989-20","27001","단양위생사","2026-02-05 08:53:50","U","2026-02-07 02:40:00","분뇨 처리업","315667.420569686","393956.693530014","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"15","분뇨수집운반업","09_30_10_P","4480000","448000053199700004","1997-12-13","","01","영업/정상","11","영업","","","","","043-423-1192","","","충청북도 단양군 매포읍 평동리 203","충청북도 단양군 매포읍 단양로 1989-20","27001","도담환경 주식회사","2026-02-05 08:53:49","U","2026-02-07 02:40:00","분뇨 처리업","315667.420569686","393956.693530014","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"16","분뇨수집운반업","09_30_10_P","5370000","537000053199400003","1995-01-01","","01","영업/정상","11","영업","","","","","055-635-2030","","","경상남도 거제시 사등면 사곡리 598-2","경상남도 거제시 사등면 거제대로 5129","53278","거제위생","2026-02-02 11:34:08","U","2026-02-04 02:40:00","","344211.832749179","156400.504720252","분뇨등관련영업관리","","","","","0","","0",
"17","분뇨수집운반업","09_30_10_P","5370000","537000053199800007","2005-01-31","","01","영업/정상","11","영업","","","","","0556811104","","","경상남도 거제시 사등면 사곡리 598-2","경상남도 거제시 사등면 거제대로 5129","53278","(주)신한환경","2026-02-02 11:24:00","U","2026-02-04 02:40:00","","344211.832749179","156400.504720252","분뇨등관련영업관리","","","","","0","","0",
"18","분뇨수집운반업","09_30_10_P","5060000","506000053202600001","2026-02-02","","01","영업/정상","11","영업","","","","","0544343939","","","경상북도 김천시 성내동 69-38 금릉위생(합)","경상북도 김천시 충효3길 29 (성내동)","39586","금릉위생(합)","2026-02-02 15:28:30","I","2026-02-04 00:20:02","사람 분뇨 처리업","300778.529104323","292011.157922506","분뇨등관련영업관리","사람 분뇨 처리업","","","","0","","0",
"19","분뇨수집운반업","09_30_10_P","3090000","309000053200000001","2001-02-15","","01","영업/정상","11","영업","","","","","9828200","","142-100","서울특별시 강북구 미아동 320-27 코리아나빌딩 704호","","","금강정화개발(주)","2026-02-03 16:40:29","U","2026-02-06 02:40:00","공공장소 청소 및 유사 서비공공장소 청소 및 유사 서비스업","201955.24701675","457642.323536204","분뇨등관련영업관리","공공장소 청소 및 유사 서비공공장소 청소 및 유사 서비스업","","","","0","","0",
"20","분뇨수집운반업","09_30_10_P","4080000","408000053200300001","2003-03-03","","01","영업/정상","11","영업","","","","","031-673-2747","","","경기도 안성시 공도읍 양기리 615 안성 공도 서해그랑블아파트 109동 1004호","경기도 안성시 공도읍 양기길 28, 109동 1004호 (안성 공도 서해그랑블아파트)","17558","경기환경","2026-02-12 17:51:55","U","2026-02-14 02:40:00","","217460.820975083","389488.318194063","분뇨등관련영업관리","","","","","0","","0",
"21","분뇨수집운반업","09_30_10_P","4080000","408000053201800005","2018-10-04","","01","영업/정상","11","영업","","","","","031 674 4854","","","경기도 안성시 미양면 양지리 211-14","경기도 안성시 미양면 벚나무길 22-9","17601","안성환경","2026-02-06 09:43:54","U","2026-02-08 02:40:00","분뇨 처리업","219041.853129106","386068.740483232","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"22","분뇨수집운반업","09_30_10_P","4181000","418100053199800014","1998-10-16","","01","영업/정상","3","재개업","","","","2014-10-01","033-244-3337","","","강원특별자치도 춘천시 신동면 팔미리 548-4","강원특별자치도 춘천시 신동면 한치로 877","24411","우리환경","2026-02-12 08:58:45","U","2026-02-14 02:40:00","","261323.076300915","479114.859938069","분뇨등관련영업관리","","","","","0","","0",
"23","분뇨수집운반업","09_30_10_P","3490000","349000053200000012","2000-10-17","","01","영업/정상","3","재개업","","","","2013-08-26","032-766-3009","","","인천광역시 중구 중산동 1873-6 스카이가든 1316호","인천광역시 중구 자연대로 37, 스카이가든 (중산동)","22402","영종환경","2026-02-02 15:02:54","U","2026-02-04 02:40:00","","161005.93","442978.89","분뇨등관련영업관리","","","","","0","","0",
"24","분뇨수집운반업","09_30_10_P","3420000","342000053000000016","2000-01-24","","01","영업/정상","3","재개업","","","","2012-12-01","053 9441874","","","대구광역시 동구 신암동 804-5 3층","대구광역시 동구 대현로 137, 3층 (신암동)","41196","(주)안심위생크리닉","2026-02-10 13:41:02","U","2026-02-12 02:40:00","","345657.448775866","265785.660111903","분뇨등관련영업관리","","","","","0","","0",
"25","분뇨수집운반업","09_30_10_P","3900000","390000053198100008","2007-02-15","","01","영업/정상","3","재개업","","","","2005-12-20","0226258808","","","경기도 광명시 노온사동 110","경기도 광명시 천변길 426 (노온사동)","14335","태림위생","2026-02-11 10:52:19","U","2026-02-13 02:40:00","","185660.789572832","438808.141169138","분뇨등관련영업관리","","","","","0","","0",
"26","분뇨수집운반업","09_30_10_P","4050000","405000053198600001","1986-06-23","","01","영업/정상","3","재개업","","","","2023-10-04","0313393880","","","경기도 용인시 처인구 마평동 301-4","경기도 용인시 처인구 신송로 46 (마평동)","17143","(주)동서","2026-02-06 15:36:07","U","2026-02-08 02:40:00","하수, 분뇨 및 축산폐기물 처리업","220968.563410978","414512.698363865","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
