"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"29","이용업","05_19_01_P","5530000","5750000-203-2018-00003","2018-06-12","","01","영업/정상","01","영업","","","","","","40.00","","경기도 화성시 효행구 기안동  223-1 1층 일부호","경기도 화성시 효행구 기배로 91-4, 1층 일부호 (기안동)","","가위소리 이발관","2025-03-17 09:31:05","I","2026-02-04 01:35:23","일반이용업","198522.975692324","413685.983062462","일반이용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"30","이용업","05_19_01_P","5530000","5740000-203-2004-00021","2004-04-19","","03","폐업","02","폐업","2019-07-25","","","","031 3532763","27.00","","경기도 화성시 만세구 팔탄면 구장리 553-7","경기도 화성시 만세구 팔탄면 서촌길 25","","팔탄이발관","2019-07-25 14:18:50","I","2026-02-04 01:35:23","일반이용업","191369.867754818","406661.761091446","일반이용업","1","0","0","1","0","0","3","","","","임대","0","0","0","N",
"31","이용업","05_19_01_P","5530000","5770000-203-2018-00005","2018-09-12","","03","폐업","02","폐업","2019-04-29","","","","","16.20","","경기도 화성시 동탄구 반송동  107-2 워터밸리","경기도 화성시 동탄구 동탄중심상가1길 8, 워터밸리 남탕 7층 (반송동)","","워터밸리","2019-04-29 14:45:44","I","2026-02-04 01:35:23","일반이용업","206320.850464476","410914.936306015","일반이용업","7","0","0","0","0","0","3","","","","","0","0","0","N",
"32","이용업","05_19_01_P","5530000","5770000-203-2020-00009","2020-10-13","","01","영업/정상","01","영업","","","","","","32.00","","경기도 화성시 동탄구 영천동  672 동탄 파크 이지더원 317(상가-2)동 지하1층 B108호","경기도 화성시 동탄구 동탄순환대로28길 17, 317(상가-2)동 지하1층 B108호 (영천동, 동탄 파크 이지더원)","","태후사랑 영천점","2020-10-13 10:12:42","I","2026-02-04 01:35:23","일반이용업","209760.254622582","411942.423776643","일반이용업","0","0","0","0","1","1","2","","","","","0","0","0","N",
"33","이용업","05_19_01_P","5530000","5760000-203-2020-00010","2020-11-06","","01","영업/정상","01","영업","","","","","","10.23","","경기도 화성시 병점구 반월동  944 에스케이뷰파크 상가1동 201일부호","경기도 화성시 병점구 동탄원천로 382-37, 상가1동 2층 201일부호 (반월동, 에스케이뷰파크)","","올가뷰티","2020-11-06 16:40:02","I","2026-02-04 01:35:23","일반이용업","204924.595234923","413427.031634281","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"34","이용업","05_19_01_P","5530000","5770000-203-2020-00008","2020-09-25","","01","영업/정상","01","영업","","","","","","53.00","","경기도 화성시 동탄구 방교동  769-1","경기도 화성시 동탄구 동탄기흥로247번길 9-18, 1층 일부호 (방교동)","","모어댄 바버샵","2021-10-21 17:00:44","I","2026-02-04 01:35:23","일반이용업","207971.96727327","408914.506984614","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"35","이용업","05_19_01_P","5530000","5740000-203-2003-00055","2003-05-19","","01","영업/정상","01","영업","","","","","031 3586533","22.00","","경기도 화성시 만세구 우정읍 조암리 352-3","경기도 화성시 만세구 우정읍 조암서로22번길 21","","신신이발관","2005-11-01 00:00:00","I","2026-02-04 01:35:23","일반이용업","183719.675846827","397985.946007058","일반이용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"36","이용업","05_19_01_P","5530000","5740000-203-2005-00017","2005-11-01","","03","폐업","02","폐업","2019-11-05","","","","","16.50","","경기도 화성시 만세구 팔탄면 덕천리 122-1","경기도 화성시 만세구 팔탄면 온천로 314","","세화(온)이발","2019-11-05 09:22:34","I","2026-02-04 01:35:23","일반이용업","188627.430189148","404964.719624805","일반이용업","1","0","1","1","0","0","2","","","","","0","0","0","N",
"37","이용업","05_19_01_P","5530000","5740000-203-2003-00012","2003-05-19","","03","폐업","02","폐업","2019-10-02","","","","031 3563328","33.00","","경기도 화성시 만세구 남양읍 남양리 653","경기도 화성시 만세구 남양읍 남양시장로55번길 5-1 (남양동)","","믿음이용원헤어창출샾","2019-10-02 14:03:25","I","2026-02-04 01:35:23","일반이용업","183538.374505642","411950.427120396","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"38","이용업","05_19_01_P","5530000","5750000-203-2003-00057","2003-12-26","","03","폐업","02","폐업","2009-05-26","","","","031 2986989","33.00","","경기도 화성시 효행구 봉담읍 유리 120-5","","","우리마을 이용원","2005-11-09 00:00:00","I","2026-02-04 01:35:23","일반이용업","194136.563136958","408101.605273783","일반이용업","3","0","2","2","0","0","3","","","","임대","0","0","0","N",
"39","이용업","05_19_01_P","5530000","5740000-203-2015-00005","2015-06-29","","03","폐업","02","폐업","2016-02-01","","","","","9.90","","경기도 화성시 만세구 팔탄면 월문리 235-14","경기도 화성시 만세구 팔탄면 버들로1597번길 5, 2층 (월문온천장 내)","","월문이용원","2015-06-29 10:30:44","I","2026-02-04 01:35:23","일반이용업","188968.733756172","401440.129078179","일반이용업","0","0","2","2","0","0","2","","","","","0","1","0","Y",
"40","이용업","05_19_01_P","5530000","5740000-203-2012-00009","2012-07-20","","03","폐업","02","폐업","2016-10-18","","","","","23.76","","경기도 화성시 만세구 향남읍 행정리 459-2","경기도 화성시 만세구 향남읍 행정서로1길 14, 1층","","편한머리","2015-06-29 11:56:35","I","2026-02-04 01:35:23","일반이용업","192334.043600797","402668.464744729","일반이용업","3","0","1","1","0","0","3","","","","임대","0","0","0","N",
"41","이용업","05_19_01_P","5530000","5760000-203-2015-00006","2015-08-17","","03","폐업","02","폐업","2017-03-29","","","","0312447000","26.00","","경기도 화성시 병점구 병점동  347-10","경기도 화성시 병점구 병점로 6, A동 1-2호 (병점동)","","헤어힐링랩","2017-03-29 15:17:07","I","2026-02-04 01:35:23","일반이용업","203184.624539435","411850.673825414","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"42","이용업","05_19_01_P","5530000","5740000-203-2015-00007","2015-12-10","","03","폐업","02","폐업","2017-09-29","","","","070 88851032","41.16","","경기도 화성시 만세구 양감면 대양리 502-2","경기도 화성시 만세구 양감면 은행나무로 341, 1층","","소망이용원","2017-09-29 13:14:39","I","2026-02-04 01:35:23","일반이용업","194773.221132689","398505.436424352","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"43","이용업","05_19_01_P","5530000","5760000-203-2016-00001","2016-01-05","","01","영업/정상","01","영업","","","","","","36.80","","경기도 화성시 병점구 반월동  62-2 B동 1층6호","경기도 화성시 병점구 영통로50번길 4, B동 1층 6호 (반월동)","","반월이발관","2016-01-05 09:29:54","I","2026-02-04 01:35:23","일반이용업","205558.08949567","414784.48471601","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"44","이용업","05_19_01_P","5530000","5740000-203-2013-00008","2013-10-17","","01","영업/정상","01","영업","","","","","","46.56","","경기도 화성시 만세구 팔탄면 구장리 38-36 2층 202호","경기도 화성시 만세구 팔탄면 시청로 955, 2층 202호","","스타이용원","2016-01-18 15:11:17","I","2026-02-04 01:35:23","일반이용업","190594.340207137","407483.680835312","일반이용업","0","0","2","2","0","0","2","","","","","0","0","0","N",
"45","이용업","05_19_01_P","5530000","5740000-203-2016-00002","2016-02-15","","03","폐업","02","폐업","2024-02-19","","","","","9.90","","경기도 화성시 만세구 팔탄면 월문리 235-14 월문온천내 2층","경기도 화성시 만세구 팔탄면 버들로1597번길 5, 2층 (월문온천내)","","월문이발원","2024-02-19 16:14:30","I","2026-02-04 01:35:23","일반이용업","188968.733756172","401440.129078179","일반이용업","0","0","2","2","0","0","2","","","","","0","0","0","N",
"46","이용업","05_19_01_P","5530000","5750000-203-2016-00003","2016-03-07","","03","폐업","02","폐업","2018-07-19","","","","","37.80","","경기도 화성시 효행구 봉담읍 상리 22-39 1층","경기도 화성시 효행구 봉담읍 샘마을길 21, 1층","","태후사랑","2018-07-19 15:14:32","I","2026-02-04 01:35:23","일반이용업","195511.859063913","412937.830329443","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"47","이용업","05_19_01_P","5530000","5760000-203-2016-00004","2016-04-12","","01","영업/정상","01","영업","","","","","031 225 5096","22.68","","경기도 화성시 병점구 송산동  98-19 2동(101)호","경기도 화성시 병점구 작현길 2, 2동(101)호 (송산동, 태안하이츠빌라)","","엘샤론 코리아","2018-05-09 16:13:38","I","2026-02-04 01:35:23","이용업 기타","201485.730651656","411575.331565603","이용업 기타","0","0","1","0","0","0","2","","","","","0","0","0","N",
"48","이용업","05_19_01_P","5530000","5740000-203-2003-00054","2003-04-30","","01","영업/정상","01","영업","","","","","031 3582337","160.00","","경기도 화성시 만세구 우정읍 화산리 70-5","","","카렌스이용원","2012-11-23 10:32:04","I","2026-02-04 01:35:23","일반이용업","182789.353386093","396727.676271746","일반이용업","0","0","0","0","0","0","8","","","","임대","0","0","0","N",
"49","이용업","05_19_01_P","5530000","5740000-203-2017-00001","2017-03-15","","03","폐업","02","폐업","2020-03-17","","","","","27.95","","경기도 화성시 만세구 향남읍 하길리 1454-2 1층일부","경기도 화성시 만세구 향남읍 한절이2길 29 (1층일부)","","쉐반스","2020-03-17 17:43:59","I","2026-02-04 01:35:23","일반이용업","192546.719773345","401788.027903379","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"50","이용업","05_19_01_P","5530000","5760000-203-2004-00005","2004-05-12","","01","영업/정상","01","영업","","","","","","27.75","","경기도 화성시 병점구 안녕동  37-2 1층일부호","경기도 화성시 병점구 화산서길18번길 25-1, 1층 일부호 (안녕동)","","안녕옥이발관","2017-03-15 15:10:03","I","2026-02-04 01:35:23","일반이용업","201128.898683553","411479.654306725","일반이용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"51","이용업","05_19_01_P","5530000","5750000-203-2017-00002","2017-04-04","","01","영업/정상","01","영업","","","","","","31.39","","경기도 화성시 효행구 봉담읍 동화리 425-23 1층일부","경기도 화성시 효행구 봉담읍 삼천병마로 1304 (1층일부)","","태양이용원","2017-04-04 13:50:54","I","2026-02-04 01:35:23","일반이용업","195597.767725912","413274.981875439","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"52","이용업","05_19_01_P","5530000","5760000-203-2016-00005","2016-07-04","","03","폐업","02","폐업","2019-02-25","","","","","44.00","","경기도 화성시 병점구 병점동  361-3 1층일부호","경기도 화성시 병점구 경기대로1010번길 18, 1층 일부호 (병점동)","","컬러하우스","2019-02-26 09:04:46","I","2026-02-04 01:35:23","일반이용업","203311.539311554","411674.145419915","일반이용업","0","0","1","0","0","0","3","","","","","0","0","0","N",
"53","이용업","05_19_01_P","5530000","5770000-203-2019-00004","2019-05-20","","03","폐업","02","폐업","2020-03-20","","","","","16.53","","경기도 화성시 동탄구 반송동  107-2 워터밸리","경기도 화성시 동탄구 동탄중심상가1길 8, 워터밸리 7층 일부호 (반송동)","","워터밸리사우나","2020-03-20 09:46:20","I","2026-02-04 01:35:23","일반이용업","206320.850464476","410914.936306015","일반이용업","0","0","7","7","0","0","2","","","","","0","0","0","N",
"54","이용업","05_19_01_P","5530000","5770000-203-2019-00005","2019-05-22","","03","폐업","02","폐업","2025-01-10","","","","","35.42","","경기도 화성시 동탄구 산척동  416 레이크힐 반도유보라 아이비파크 10.2 지1층 3626동 B122호","경기도 화성시 동탄구 동탄순환대로10길 88, 3626동 지1층 B122호 (산척동, 레이크힐 반도유보라 아이비파크 10.2)","","나이스가이","2025-01-10 17:50:06","I","2026-02-04 01:35:23","일반이용업","211415.98697332","407047.896959074","일반이용업","0","0","0","0","1","1","4","","","","","0","0","0","N",
"55","이용업","05_19_01_P","5530000","5770000-203-2019-00006","2019-07-04","","03","폐업","02","폐업","2020-10-30","","","","","33.39","","경기도 화성시 동탄구 장지동  98 동탄2신도시 호반베르디움 33단지 지하1층 3321A동 108호","경기도 화성시 동탄구 동탄대로4다길 78, 3321A동 지하1층 108호 (장지동, 동탄2신도시 호반베르디움 33단지)","","U남성커트","2020-10-30 10:35:29","I","2026-02-04 01:35:23","일반이용업","209906.326867607","406200.666129483","일반이용업","0","0","0","0","1","1","3","","","","","0","0","0","N",
"56","이용업","05_19_01_P","5530000","5760000-203-2010-00008","2010-07-07","","03","폐업","02","폐업","2011-06-27","","","","","41.40","","경기도 화성시 병점구 병점동  431-55 (두산아파트상가 205호)","","","두산이발관","2011-04-05 16:39:02","I","2026-02-04 01:35:23","일반이용업","203517.688160157","411534.711223119","일반이용업","0","0","2","2","0","0","4","","","","임대","0","0","0","N",
"57","이용업","05_19_01_P","5530000","5770000-203-2024-00002","2024-01-18","","01","영업/정상","01","영업","","","","","","66.00","","경기도 화성시 동탄구 영천동  796-2","경기도 화성시 동탄구 동탄기흥로520번가길 32, 1동 1층 일부(102호)호 (영천동)","","락시크 맨즈헤어","2024-01-18 14:04:52","I","2026-02-04 01:35:23","일반이용업","208306.151043274","411850.72227629","일반이용업","0","0","1","1","0","0","0","","","","임대","0","0","0","N",
"58","이용업","05_19_01_P","5530000","5770000-203-2025-00005","2025-10-29","","01","영업/정상","01","영업","","","","","","40.28","","경기도 화성시 동탄구 목동  496-4","경기도 화성시 동탄구 동탄신리천로 408, M메디컬프라자1동 1층 110호 (목동)","","off course cut club(오프코스커트클럽)","2025-10-30 11:34:20","I","2026-02-04 01:35:23","일반이용업","210936.516258267","408917.716563165","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"59","이용업","05_19_01_P","5530000","5740000-203-2024-00008","2024-06-03","","01","영업/정상","01","영업","","","","","","23.86","","경기도 화성시 만세구 향남읍 하길리 1467","경기도 화성시 만세구 향남읍 상신하길로328번길 26, 1층 108호의 일부호","","first babershop 퍼스트바버샵","2024-06-03 11:07:38","I","2026-02-04 01:35:23","일반이용업","192241.098077486","401622.319466536","일반이용업","0","0","0","0","0","0","1","","","","","0","0","0","N",
"60","이용업","05_19_01_P","5530000","5740000-203-2019-00001","2019-03-11","","03","폐업","02","폐업","2021-03-16","","","","","10.00","","경기도 화성시 만세구 향남읍 평리 35-14","경기도 화성시 만세구 향남읍 3.1만세로 1124, 3층 일부","","발안향남사우나","2021-03-16 14:17:04","I","2026-02-04 01:35:23","일반이용업","191904.650702393","403521.770111874","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"61","이용업","05_19_01_P","5530000","5760000-203-2019-00002","2019-05-07","","01","영업/정상","01","영업","","","","","","13.20","","경기도 화성시 병점구 진안동  914-1 메인프라자","경기도 화성시 병점구 효행로 1051, 메인프라자 9층 사우나호 (진안동)","","아센이발소","2024-12-31 13:03:29","I","2026-02-04 01:35:23","이용업 기타","203653.839340323","412527.345815506","이용업 기타","0","0","0","0","0","0","2","","","","","0","0","0","N",
