"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"36","원목생산업","09_27_02_P","4820000","482000090201600001","2016-02-22","","01","영업/정상","1","정상","","","","","","","","","전라남도 순천시 서면 대구2구길 14","57905","(주)영광산업","2026-02-04 15:16:25","U","2026-02-06 02:40:00","","239066.606811991","170552.373133951","원목생산업","1종","소나무,리기다,편백 등 원목","임업기술훈련원교육이수자-1명,산림기술자자격증소지자-2명","7000","170","영업",
"37","원목생산업","09_27_02_P","4820000","482000090201500002","2015-04-20","","03","폐업","3","폐업","","","","","061-754-0993","","","","전라남도 순천시 가곡길 30, 102동 2107호 (가곡동, 신영아파트)","","칠오원목","2026-02-04 15:33:45","U","2026-02-06 02:40:00","","243890.803739403","164851.68858478","원목생산업","2종","리기다,소나무 등원목","1명(교육이수자)","5000","12","폐업",
"38","원목생산업","09_27_02_P","4820000","482000090201500005","2015-07-30","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 황전면 죽내리 10 황월주유소, 케노피, 황월종합카센타","전라남도 순천시 황전면 순천로 1704, 황월주유소, 케노피, 황월종합카센타","57901","황월원목","2026-02-04 10:15:38","U","2026-02-06 02:40:00","","240054.759420591","179250.485267626","원목생산업","2종","리기다,편백,소나무, 참나무등","","4000","10","영업",
"39","원목생산업","09_27_02_P","4820000","482000090201700006","2017-08-17","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 승주읍 평중리 41-24","전라남도 순천시 승주읍 승평동길 14","57908","***","2026-02-04 15:20:01","U","2026-02-06 02:40:00","","234266.589765083","168833.750913061","원목생산업","2종","리기다,편백,소나무,참나무류등 원목","전문인력 양성기관에서 35시간 이수","4000","10","영업",
"40","원목생산업","09_27_02_P","4820000","482000090201300002","2013-07-04","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 해룡면 월전리 40 해룡석물공업사, 해룡만물공업사","전라남도 순천시 해룡면 월전길 7, 해룡석물공업사, 해룡만물공업사","58019","해룡산림조경","2026-02-04 14:58:25","U","2026-02-06 02:40:00","","249292.748642688","157310.620947523","원목생산업","2종","편백,참나무,소나무,리기다 등","1명","5000","100","영업",
"41","원목생산업","09_27_02_P","4820000","482000090201300003","2013-08-06","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 덕월동 331 청미래2차아파트","전라남도 순천시 덕월길 30, 101동 506호 (덕월동, 청미래2차아파트)","57997","제八WOOD","2026-02-04 15:18:10","U","2026-02-06 02:40:00","","244549.446055228","159078.149692081","원목생산업","2종","리기다,참나무,편백 등 원목","1","5000","12","영업",
"42","원목생산업","09_27_02_P","4820000","482000090201300005","2013-10-23","","03","폐업","3","폐업","","","","","","","","","전라남도 순천시 주암면 주석로 51","57910","***","2026-02-04 15:35:47","U","2026-02-06 02:40:00","","221511.803485891","175804.333108205","원목생산업","2종","","","0","0","폐업",
"43","원목생산업","09_27_02_P","4820000","482000090201300006","2013-12-12","","03","폐업","3","폐업","","","","","0617546400","","","","전라남도 순천시 황전면 삽재팔동길 366","","황전벌목","2026-02-04 15:31:23","U","2026-02-06 02:40:00","","245023.206472918","178853.679767765","원목생산업","2종","리기다, 참나무류, 편백 등","1","0","10","폐업",
"44","원목생산업","09_27_02_P","4820000","482000090201400001","2014-10-17","","03","폐업","3","폐업","","","","","061-721-3368","","","","전라남도 순천시 율산3길 112, 3층 (연향동)","","동부산림 주식회사","2026-02-04 15:32:01","U","2026-02-06 02:40:00","","248169.659313516","160426.054650633","원목생산업","1종","소나무,참나무등 원목","산림경영기술자1급 4명","10000","500","폐업",
"45","원목생산업","09_27_02_P","4820000","482000090201500006","2015-09-04","","01","영업/정상","1","정상","","","","","","","","","전라남도 순천시 낙안면 흥림1길 7","57916","(주)만평","2026-02-04 15:04:03","U","2026-02-06 02:40:00","","229703.317545552","163336.268869114","원목생산업","1종","소나무,참나무,편백 등","기술자 4명","10000","150","영업",
"46","원목생산업","09_27_02_P","4820000","482000090201500007","2015-10-19","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 승주읍 서평리 390-12 소매점","전라남도 순천시 승주읍 승주로 715, 소매점","57908","승주원목","2026-02-04 15:00:03","U","2026-02-06 02:40:00","","235345.570416121","168411.294799872","원목생산업","2종","소나무,리기다,편백 등","1명","5000","10","영업",
"47","원목생산업","09_27_02_P","4820000","482000090201900001","2019-01-03","","03","폐업","3","폐업","","","","","","","","","전라남도 순천시 주암면 주석로 51","57910","***","2026-02-04 15:35:21","U","2026-02-06 02:40:00","","221511.803485891","175804.333108205","원목생산업","2종","소나무, 참나무, 편백 등","","5000","10","폐업",
"48","원목생산업","09_27_02_P","4460000","446000090201700003","2017-07-22","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 감물면 충민사길 19 (충민양어장횟집)","28006","***","2026-02-04 10:42:07","U","2026-02-06 02:40:00","","275561.228023316","370641.17423189","원목생산업","2종","원목","","0","0","영업",
"49","원목생산업","09_27_02_P","4460000","446000090201800008","2018-06-04","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 괴산읍 문무로역고개길 28","28032","***","2026-02-04 10:49:54","U","2026-02-06 02:40:00","","271482.590690037","367970.766879159","원목생산업","2종","원목","","0","0","영업",
"50","원목생산업","09_27_02_P","4890000","489000090201800002","2018-12-27","","01","영업/정상","1","정상","","","","","","","","전라남도 보성군 보성읍 보성리 902-26","전라남도 보성군 보성읍 신흥길 23","59457","보성군산림조합","2026-02-03 11:20:00","U","2026-02-06 02:40:00","","207225.767565307","141149.748377221","원목생산업","1종","목재제품","","0","0","영업",
"51","원목생산업","09_27_02_P","5110000","511000090201800003","2018-09-07","","03","폐업","3","폐업","","","","","","","","","경상북도 상주시 복룡3길 7, 102동 508호 (복룡동, 상주1차우방타운)","37234","***","2026-02-03 15:44:56","U","2026-02-06 02:40:00","","305032.397774909","324636.978398363","원목생산업","2종","벌채 입목ㆍ죽(원목)","1","5000","10","폐업",
"52","원목생산업","09_27_02_P","4460000","446000090201800010","2018-09-19","","02","휴업","2","휴업","","","","","","","","","충청북도 괴산군 청천면 도경로 337","28059","***","2026-02-04 10:52:14","U","2026-02-06 02:40:00","","272179.404383645","355866.896597582","원목생산업","2종","원목","","0","0","휴업",
"53","원목생산업","09_27_02_P","4820000","482000090201800005","2018-10-12","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 연향동 1677-9","전라남도 순천시 팔마5길 90, 203호 (연향동)","58002","미래원목","2026-02-04 15:22:02","U","2026-02-06 02:40:00","","247113.117521835","159480.155667825","원목생산업","2종","편백, 소나무, 참나무류","7명","5000","19","영업",
"54","원목생산업","09_27_02_P","4920000","492000090201600005","2016-12-09","","01","영업/정상","1","정상","","","","","","","","전라남도 강진군 강진읍 서성리 95 건우2차아파트 101동 605호","전라남도 강진군 강진읍 서성1길 21 (건우2차아파트)","59236","***","2026-02-04 16:14:58","U","2026-02-06 02:40:00","","178211.53265396","126570.468978982","원목생산업","2종","벌목","","2000","10","영업",
"55","원목생산업","09_27_02_P","4920000","492000090201600006","2016-12-19","","03","폐업","3","폐업","","","","","","","","","전라남도 강진군 대구면 구곡길 11-3","","이용채","2026-02-04 16:27:10","U","2026-02-06 02:40:00","","181587.63847039","109605.551970738","원목생산업","2종","벌목","","0","0","폐업",
"56","원목생산업","09_27_02_P","4920000","492000090201800001","2018-01-03","","01","영업/정상","1","정상","","","","","061-434-7907","","","","전라남도 강진군 도암면 봉황로 399-26","59250","***","2026-02-04 16:37:19","U","2026-02-06 02:40:00","","172354.447890343","116963.838686287","원목생산업","2종","원목","1명","0","10","영업",
"57","원목생산업","09_27_02_P","4920000","492000090201800002","2018-01-12","","01","영업/정상","1","정상","","","","","","","","","전라남도 강진군 대구면 백사2길 66","59266","***","2026-02-04 16:39:12","U","2026-02-06 02:40:00","","181030.949582033","110707.162137539","원목생산업","2종","원목","1","0","10","영업",
"58","원목생산업","09_27_02_P","4920000","492000090201500001","2015-12-17","","01","영업/정상","1","정상","","","","","","","","","전라남도 강진군 작천면 작천용정길 7-10","","노은섭","2026-02-04 16:11:36","U","2026-02-06 02:40:00","","178303.594247949","135627.787351265","원목생산업","2종","벌목원목","","0","10","영업",
"59","원목생산업","09_27_02_P","4920000","492000090201500002","2015-12-17","","03","폐업","3","폐업","","","","","","","","","전라남도 강진군 강진읍 삼일로 42 (대동맨션)","59236","***","2026-02-04 16:22:11","U","2026-02-06 02:40:00","","178247.143670297","126505.327340075","원목생산업","2종","벌목생산","","0","14","폐업",
"60","원목생산업","09_27_02_P","4820000","482000090201800006","2018-10-23","","03","폐업","3","폐업","","","","","","","","","전라남도 순천시 황전면 봉암길 48","57900","***","2026-02-04 15:34:59","U","2026-02-06 02:40:00","","241409.017654761","182604.146417667","원목생산업","2종","소나무, 편백, 참나무류 등","35시간 교육 이수","5000","11","폐업",
"61","원목생산업","09_27_02_P","4460000","446000090201700008","2017-09-28","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 불정면 목도리 536","충청북도 괴산군 불정면 목도로 58","28002","***","2026-02-04 10:45:24","U","2026-02-06 02:40:00","","275883.109657584","375104.029455754","원목생산업","2종","원목","","0","0","영업",
"62","원목생산업","09_27_02_P","4460000","446000090201800001","2018-02-27","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 사리면 모래재로석촌길 19-1","28047","***","2026-02-04 10:45:44","U","2026-02-06 02:40:00","","262632.995334383","367306.034500644","원목생산업","2종","원목","","0","0","영업",
"63","원목생산업","09_27_02_P","4460000","446000090201800002","2018-03-02","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 소수면 원소로고마4길 61","28043","***","2026-02-04 10:46:07","U","2026-02-06 02:40:00","","266780.236893036","369811.905487938","원목생산업","2종","원목","","0","0","영업",
"64","원목생산업","09_27_02_P","4460000","446000090201800003","2018-03-02","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 소수면 원소로고마4길 61","28043","***","2026-02-04 10:46:25","U","2026-02-06 02:40:00","","266780.236893036","369811.905487938","원목생산업","2종","원목","","0","0","영업",
"65","원목생산업","09_27_02_P","4820000","482000090201800002","2018-09-06","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 연향동 1387 금호아파트","전라남도 순천시 연향1로 40, 4동 703호 (연향동, 금호아파트)","57989","에코산림","2026-02-04 10:39:37","U","2026-02-06 02:40:00","","247344.079631225","160696.829213172","원목생산업","2종","리기다, 편백, 소나무, 참나무류, 원목","박정호","5000","15","영업",
"66","원목생산업","09_27_02_P","4850000","485000090201300003","2013-09-09","","01","영업/정상","1","정상","","","","","","","","전라남도 담양군 무정면 봉안리 943-2","전라남도 담양군 무정면 무정공단길 3-45","57360","금성임업","2026-02-03 14:00:03","U","2026-02-06 02:40:00","","202358.583958351","199913.413791511","원목생산업","2종","일반제재용","원목생산교육 35시간이수","0","10","영업",
"67","원목생산업","09_27_02_P","4050000","405000090201500002","2015-02-26","","03","폐업","3","폐업","","","","","","","","","경기도 용인시 처인구 양지읍 한터로349번길 17","17039","***","2026-02-04 14:22:08","U","2026-02-06 02:40:00","","221658.394634676","417508.654906116","원목생산업","2종","원목","","0","0","폐업",
"68","원목생산업","09_27_02_P","4281000","428100090201300001","2013-09-17","","01","영업/정상","1","정상","","","","","033-336-9808","","","","강원특별자치도 평창군 대화면 대화중앙로 150, 3층","232-917","대화임산","2026-02-03 10:06:07","U","2026-02-06 02:40:00","","328487.529115998","444154.469406833","원목생산업","2종","원목","1명","0","14","영업",
"69","원목생산업","09_27_02_P","4460000","446000090202000003","2020-08-19","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 청천면 송면리 223-1 거북산장","충청북도 괴산군 청천면 화양로 1383-10, 거북산장","28065","***","2026-02-04 10:54:47","U","2026-02-06 02:40:00","","275897.99877476","352597.728173393","원목생산업","2종","원목","","0","0","영업",
"70","원목생산업","09_27_02_P","4460000","446000090202200002","2022-10-05","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 칠성면 쌍곡리 187-4","충청북도 괴산군 칠성면 쌍곡로4길 29","28021","농업회사법인시원","2026-02-04 10:56:08","U","2026-02-06 02:40:00","","281313.152478081","359115.144880124","원목생산업","2종","원목","","0","0","영업",
"71","원목생산업","09_27_02_P","4671000","467100090202400001","2024-01-23","","01","영업/정상","1","정상","","","","","","","","전북특별자치도 군산시 소룡동 98 공단주유소","전북특별자치도 군산시 외항6길 6, 공단주유소 (소룡동)","54008","대송임업","2026-02-04 13:27:33","U","2026-02-06 02:40:00","","167472.84538667","274519.670741026","원목생산업","2종","원목","","0","0","영업",
"72","원목생산업","09_27_02_P","4460000","446000090202100001","2021-10-29","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 감물면 매전리 800-2","충청북도 괴산군 감물면 맹이재로 300","28007","조명희","2026-02-04 10:55:34","U","2026-02-06 02:40:00","","277975.329491467","367985.768225758","원목생산업","2종","원목","","0","0","영업",
"73","원목생산업","09_27_02_P","4820000","482000090202200002","2022-11-04","","01","영업/정상","1","정상","","","","","0617451878","","","전라남도 순천시 가곡동 1037-3","전라남도 순천시 고지5길 11 (가곡동)","57924","주식회사 다솔임업","2026-02-04 15:28:56","U","2026-02-06 02:40:00","","244152.476648589","165105.991814553","원목생산업","1종","","산림경영기술 기술중급, 기술초급, 산림경영기술 기능1급","0","50","영업",
"74","원목생산업","09_27_02_P","4920000","492000090202000001","2020-09-08","","01","영업/정상","1","정상","","","","","","","","전라남도 강진군 성전면 송월리 1031-1","전라남도 강진군 성전면 대월달마지길 106-30","59202","김범진","2026-02-04 16:49:57","U","2026-02-06 02:40:00","","172041.310844234","134263.00255655","원목생산업","2종","원목","1","5000","10","영업",
"75","원목생산업","09_27_02_P","4281000","428100090201300004","2013-10-02","","01","영업/정상","1","정상","","","","","033-334-2088","","","강원특별자치도 평창군 평창읍 중리 80 백오@ 208호","강원특별자치도 평창군 평창읍 노람들길 18","232-806","대경임업","2026-02-04 10:39:31","U","2026-02-06 02:40:00","","324142.323444656","430468.102049742","원목생산업","2종","원목","임목생산업 교육수료","0","10","영업",
"76","원목생산업","09_27_02_P","4920000","492000090201900002","2019-12-18","","01","영업/정상","1","정상","","","","","","","","","전라남도 강진군 대구면 대대로 233","59264","***","2026-02-04 16:47:22","U","2026-02-06 02:40:00","","183208.373604192","112379.251802299","원목생산업","2종","벌목","벌목작업시 인부사역","0","28","영업",
"77","원목생산업","09_27_02_P","4460000","446000090202200001","2022-07-12","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 장연면 오가리 581-2","충청북도 괴산군 장연면 미선로당아재길 43","28009","***","2026-02-04 10:55:51","U","2026-02-06 02:40:00","","284889.20162871","368648.043212508","원목생산업","2종","원목","","0","0","영업",
