"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"18","미용업","05_18_01_P","5530000","5760000-213-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","43.20","","경기도 화성시 병점구 병점동  847 안화동마을우남퍼스트빌 상가A동 108호","경기도 화성시 병점구 효행로 1076-7, 안화동마을우남퍼스트빌 상가A동 108호 (병점동)","","봉봉뷰티","2026-02-02 14:20:50","I","2026-02-04 00:20:02","메이크업업","204019.978097613","412494.891931231","종합미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"19","미용업","05_18_01_P","5530000","5770000-215-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","35.40","","경기도 화성시 동탄구 목동  491 힐스테이트 동탄","경기도 화성시 동탄구 동탄순환대로19길 59, 402동 지1층 105호 (목동, 힐스테이트 동탄)","","마이디네일","2026-02-02 11:52:29","I","2026-02-04 00:20:02","네일아트업","210683.602334909","409203.786238857","네일미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"20","미용업","05_18_01_P","3460000","3460000-219-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","706-834","대구광역시 수성구 수성동3가 239 1층 1호","대구광역시 수성구 들안로48길 40, 1층 1호 (수성동3가)","42142","네이처브로우(Nature brow)","2026-02-02 13:32:31","I","2026-02-04 00:20:02","메이크업업","346199.861573613","262444.719565924","화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"21","미용업","05_18_01_P","3560000","3560000-221-2024-00012","2024-08-02","","01","영업/정상","01","영업","","","","","","37.60","404-320","인천광역시 서구 원당동 1040-1 검단 쓰리엠타워 307호","인천광역시 서구 이음5로 24, 검단 쓰리엠타워 307호 (원당동)","22866","예뻐지는 지금","2026-02-02 13:21:22","I","2026-02-04 00:20:02","피부미용업","","","피부미용업, 화장ㆍ분장 미용업","0","0","0","0","0","0","0","","","","","0","0","1","N",
"22","미용업","05_18_01_P","3860000","3871000-212-2026-00005","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","","경기도 부천시 원미구 상동 544-6 센타프라자 407호","경기도 부천시 원미구 상동로 81, 센타프라자 407호 (상동)","14544","유뷰티","2026-02-02 11:49:57","I","2026-02-04 00:20:02","피부미용업","178034.795108515","444737.884555284","피부미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"23","미용업","05_18_01_P","4050000","5620000-212-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","98.40","449-933","경기도 용인시 처인구 역북동 752","경기도 용인시 처인구 명지로40번길 13, 301호 (역북동)","17056","슈엔로이왁싱역북점","2026-02-02 15:17:59","I","2026-02-04 00:20:02","피부미용업","216517.060264108","414507.317996917","피부미용업","0","0","0","0","0","0","3","","","","","0","0","2","N",
"24","미용업","05_18_01_P","4050000","5630000-211-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","41.20","446-908","경기도 용인시 기흥구 영덕동 1332 광교 풍경채 어바니티 상가3동 D209호","경기도 용인시 기흥구 흥덕1로 20, 상가3동 D209호 (영덕동, 광교 풍경채 어바니티)","16955","마지헤어","2026-02-02 17:35:48","I","2026-02-04 00:20:02","일반미용업","","","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"25","미용업","05_18_01_P","5670000","5670206-211-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","48.40","645-807","경상남도 창원시 진해구 이동 2-2","경상남도 창원시 진해구 진해대로776번길 27, 1층 103호 (이동)","51659","미소헤어","2026-02-02 10:10:41","I","2026-02-04 00:20:02","일반미용업","354690.136441258","185428.1485298","일반미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"26","미용업","05_18_01_P","3470000","3470000-216-2024-00005","2024-01-19","","01","영업/정상","01","영업","","","","","","0.00","704-903","대구광역시 달서구 감삼동 174-13","대구광역시 달서구 와룡로32길 19, 1층 (감삼동)","42652","뉴다인헤어","2026-02-02 14:59:33","I","2026-02-04 00:20:02","일반미용업","338911.868055143","261772.211119284","일반미용업, 피부미용업","2","0","1","1","0","0","2","","","","임대","1","0","1","N",
"27","미용업","05_18_01_P","3330000","3330000-225-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","67.38","612-836","부산광역시 해운대구 좌동 1459-2 파밀리에펄시티","부산광역시 해운대구 해운대로 789, 파밀리에펄시티 208호 (좌동)","48102","무엔헤어","2026-02-02 16:12:55","I","2026-02-04 00:20:02","일반미용업","398078.684969606","187745.354457441","일반미용업, 네일미용업, 화장ㆍ분장 미용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"28","미용업","05_18_01_P","4181000","4181000-211-2026-00004","2026-02-02","","01","영업/정상","01","영업","","","","","","65.85","","강원특별자치도 춘천시 효자동 609-9","강원특별자치도 춘천시 서부대성로184번길 8, 1층 (효자동)","24331","ODD HAIR","2026-02-02 11:50:07","I","2026-02-04 00:20:02","일반미용업","264922.505024714","486043.11080638","일반미용업","1","1","0","0","0","0","2","","","","","0","0","1","N",
"29","미용업","05_18_01_P","4181000","4181000-212-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","40.00","","강원특별자치도 춘천시 퇴계동 1102","강원특별자치도 춘천시 퇴계로 129-15, 101호 (퇴계동)","24380","더맑은스킨 춘천 퇴계점","2026-02-02 12:08:13","I","2026-02-04 00:20:02","피부미용업","264605.523936959","484569.487860838","피부미용업","0","0","0","0","0","0","2","","","","","0","0","2","N",
"30","미용업","05_18_01_P","4181000","4181000-212-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","42.90","","강원특별자치도 춘천시 온의동 535-1","강원특별자치도 춘천시 충혼길52번길 19-4, 1층 (온의동)","24438","피지오 에스떼 춘천점","2026-02-02 15:05:16","I","2026-02-04 00:20:02","피부미용업","263139.350964208","484482.47913281","피부미용업","1","0","1","0","0","0","2","","","","","0","0","2","N",
"31","미용업","05_18_01_P","3940000","3960100-213-2026-00004","2026-02-02","","01","영업/정상","01","영업","","","","","","20.00","410-828","경기도 고양시 일산동구 정발산동 1230-5","경기도 고양시 일산동구 무궁화로187번길 34, 1층 일부호 (정발산동)","10358","봄날헤어","2026-02-02 11:26:14","I","2026-02-04 00:20:02","일반미용업","180605.432963628","463384.852360683","종합미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"32","미용업","05_18_01_P","3940000","3960100-213-2026-00005","2026-02-02","","01","영업/정상","01","영업","","","","","","63.66","410-050","경기도 고양시 일산동구 식사동 0 802호","경기도 고양시 일산동구 원중1길 56, 8층 802(전체)호 (식사동)","10324","가율 힐링헤드스파&메이크업","2026-02-02 15:30:12","I","2026-02-04 00:20:02","일반미용업","","","종합미용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"33","미용업","05_18_01_P","3520000","3520000-211-2026-00005","2026-02-02","","01","영업/정상","01","영업","","","","","","165.35","406-831","인천광역시 연수구 청학동 503-4 이리옴프라자 403호","인천광역시 연수구 청능대로 93, 이리옴프라자 403호 (청학동)","21926","우모르헤어","2026-02-02 10:58:30","I","2026-02-04 00:20:02","일반미용업","171219.186363769","434738.827797912","일반미용업","0","0","0","0","0","0","12","","","","","0","0","0","N",
"34","미용업","05_18_01_P","3980000","3980000-219-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","22.44","471-740","경기도 구리시 인창동 672-2 세신인창종합상가","경기도 구리시 건원대로34번길 27, 세신인창종합상가 3층 319호 (인창동)","11921","루미크","2026-02-02 09:37:42","I","2026-02-04 00:20:02","메이크업업","212432.197818938","455843.387167702","화장ㆍ분장 미용업","0","0","0","0","0","0","2","","","","","0","0","2","N",
"35","미용업","05_18_01_P","3700000","3700000-215-2026-00006","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","680-840","울산광역시 남구 야음동 866-3 신정현대프라자","울산광역시 남구 대암로 69, 신정현대프라자 107동 1층 105호 (야음동)","44733","네르힐","2026-02-02 11:49:36","I","2026-02-04 00:20:02","네일아트업","410714.093301743","228155.503271096","네일미용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"36","미용업","05_18_01_P","3700000","3700000-218-2022-00007","2022-03-04","","01","영업/정상","01","영업","","","","","","13.61","680-817","울산광역시 남구 삼산동 1568-18","울산광역시 남구 화합로194번길 4, 2층 (삼산동)","44713","이즈뷰티","2026-02-02 10:41:01","I","2026-02-04 00:20:02","피부미용업","412146.35065333","229425.693166478","피부미용업, 네일미용업","0","0","3","3","0","0","3","","","","","0","0","0","N",
"37","미용업","05_18_01_P","4080000","4080000-222-2019-00002","2019-02-07","","01","영업/정상","01","영업","","","","","","58.70","456-823","경기도 안성시 공도읍 만정리 417-34 2층","경기도 안성시 공도읍 승두길 31, 2층","17562","예뻐지나 네일","2026-02-02 09:33:52","I","2026-02-04 00:20:02","네일아트업","215070.398181717","388593.364490784","네일미용업, 화장ㆍ분장 미용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"38","미용업","05_18_01_P","4080000","4080000-226-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","49.80","456-260","경기도 안성시 옥산동 560 상가1동 101호","경기도 안성시 아양2로 49, 상가1동 1층 101호 (옥산동, 안성아양시티프라디움)","17577","세라 네일","2026-02-02 13:29:07","I","2026-02-04 00:20:02","네일아트업","222681.16875328","389536.520354036","피부미용업, 네일미용업, 화장ㆍ분장 미용업","1","0","1","1","0","0","4","","","","임대","0","0","1","N",
"39","미용업","05_18_01_P","3420000","3420000-219-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","28.56","701-300","대구광역시 동구 신서동 1147-6 코아루파크뷰","대구광역시 동구 첨복로 33, 코아루파크뷰 1층 110호 (신서동)","41069","메아 뷰티","2026-02-02 15:30:41","I","2026-02-04 00:20:02","메이크업업","356411.615244907","265723.970844546","화장ㆍ분장 미용업","15","4","1","1","0","0","1","","","","임대","1","0","1","N",
"40","미용업","05_18_01_P","3180000","3180000-211-2026-00004","2026-02-02","","01","영업/정상","01","영업","","","","","","77.49","150-045","서울특별시 영등포구 당산동5가 9-2 당산 삼성쉐르빌","서울특별시 영등포구 당산로45길 1, 당산 삼성쉐르빌 2층 208호 (당산동5가)","07213","제오헤어 당산점","2026-02-02 13:23:00","I","2026-02-04 00:20:02","일반미용업","191141.226204825","447891.210285041","일반미용업","0","0","2","0","0","0","5","","","","임대","0","0","0","N",
"41","미용업","05_18_01_P","3990000","3990000-213-2026-00007","2026-02-02","","01","영업/정상","01","영업","","","","","","16.00","472-845","경기도 남양주시 화도읍 마석우리 220-1 1층 일부호","경기도 남양주시 화도읍 마석로 36, 1층 일부호","12176","남성컷트 5,000","2026-02-02 13:42:20","I","2026-02-04 00:20:02","일반미용업","226978.419848533","461344.311457274","종합미용업","0","0","0","0","0","0","2","","","","임대","0","0","0","N",
"42","미용업","05_18_01_P","3700000","3700000-211-2026-00008","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","680-801","울산광역시 남구 달동 612-30","울산광역시 남구 번영로163번길 26, 2층 (달동)","44694","hair muhee","2026-02-02 11:34:26","I","2026-02-04 00:20:02","일반미용업","410635.710673589","229067.207553408","일반미용업","0","0","2","2","0","0","3","","","","","0","0","0","N",
"43","미용업","05_18_01_P","3830000","3840000-215-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","430-815","경기도 안양시 만안구 안양동 192","경기도 안양시 만안구 덕천로 130, 1층 일부호 (안양동)","14085","네일 무드빈","2026-02-02 11:45:42","I","2026-02-04 00:20:02","네일아트업","","","네일미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"44","미용업","05_18_01_P","3070000","3070000-213-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","99.73","136-051","서울특별시 성북구 동선동1가 4-9","서울특별시 성북구 동소문로20다길 6, 2층 (동선동1가)","02845","궁서채헤어 성신여대점","2026-02-02 15:31:12","I","2026-02-04 00:20:02","일반미용업","201449.005485418","454365.623259618","종합미용업","0","0","2","2","0","0","5","","","","","0","0","0","N",
"45","미용업","05_18_01_P","5540000","5540000-215-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","30.00","464-861","경기도 광주시 초월읍 쌍동리 301-5","경기도 광주시 초월읍 경충대로1127번길 43, 1층 105호","12736","네일플로네","2026-02-02 10:54:41","I","2026-02-04 00:20:02","네일아트업","225725.425496887","430588.120057879","네일미용업","0","0","1","1","0","0","2","","","","임대","0","0","0","N",
"46","미용업","05_18_01_P","3620000","3620000-212-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","45.00","500-865","광주광역시 북구 일곡동 815-1 1층","광주광역시 북구 설죽로 620, 1층 (일곡동)","61031","청안스킨랩","2026-02-02 15:55:13","I","2026-02-04 00:20:02","피부미용업","190676.95341552","190574.424652756","피부미용업","0","0","1","0","0","0","0","","","","","0","0","1","N",
"47","미용업","05_18_01_P","3140000","3140000-211-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","113.83","158-806","서울특별시 양천구 목동 406-271 소망빌딩","서울특별시 양천구 오목로 337-10, 소망빌딩 지층 101호 (목동)","07999","모네트헤어","2026-02-02 15:32:02","I","2026-02-04 00:20:02","일반미용업","188918.557157522","447009.593471943","일반미용업","0","101","0","0","0","0","6","","","","","1","0","0","N",
"48","미용업","05_18_01_P","3140000","3140000-212-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","24.50","158-070","서울특별시 양천구 신정동 1296 신정동 아이파크","서울특별시 양천구 목동동로 180, 상가동 203 (일부)호 (신정동, 신정동 아이파크)","08010","리엠더마(REMDERMA)","2026-02-02 17:27:42","I","2026-02-04 00:20:02","피부미용업","188629.222126032","446609.345448227","피부미용업","2","0","0","0","0","0","1","","","","","1","0","1","N",
"49","미용업","05_18_01_P","3140000","3140000-221-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","50.49","158-819","서울특별시 양천구 목동 790-8 마루한빌딩","서울특별시 양천구 목동중앙서로3길 12, 마루한빌딩 2층 (목동)","07965","루띠브 목동","2026-02-02 10:45:55","I","2026-02-04 00:20:02","메이크업업","187999.349225152","447887.67134417","피부미용업, 화장ㆍ분장 미용업","2","0","2","0","0","0","2","","","","","1","0","2","N",
"50","미용업","05_18_01_P","3260000","3260000-211-2026-00003","2026-02-02","","01","영업/정상","01","영업","","","","","","39.67","602-820","부산광역시 서구 서대신동2가 295-12","부산광역시 서구 고운들로 164, 1층 (서대신동2가)","49228","지니염색#","2026-02-02 11:39:32","I","2026-02-04 00:20:02","일반미용업","383481.991804462","180746.069842949","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"51","미용업","05_18_01_P","6510000","6510000-220-2020-00007","2020-12-31","","01","영업/정상","01","영업","","","","","","66.00","690-824","제주특별자치도 제주시 이도이동 73-4","제주특별자치도 제주시 신설동길 42, 지하1층 (이도이동)","63228","몽글몽글","2026-02-02 17:20:12","I","2026-02-04 00:20:02","일반미용업","158066.789120454","-32.107544707086","일반미용업, 화장ㆍ분장 미용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"52","미용업","05_18_01_P","5680000","5680000-211-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","66.00","343-921","충청남도 당진시 읍내동 244-2","충청남도 당진시 당진중앙2로 163-58, 1층 (읍내동)","31770","현주네 미장원","2026-02-02 10:00:57","I","2026-02-04 00:20:02","일반미용업","167211.636672596","377244.635660717","일반미용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"53","미용업","05_18_01_P","4060000","4060000-213-2025-00023","2025-11-12","","01","영업/정상","01","영업","","","","","","42.29","413-100","경기도 파주시 동패동 2173-572","경기도 파주시 물향기2로 140, 상가동 106호 (동패동)","10890","속눈썹디엔 파주운정점","2026-02-02 09:45:04","I","2026-02-04 00:20:02","메이크업업","","","종합미용업","1","0","1","1","0","0","0","","","","","0","0","0","N",
"54","미용업","05_18_01_P","4060000","4060000-213-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","86.76","413-190","경기도 파주시 와동동 1469-1","경기도 파주시 와석순환로515번길 91, 프라임타워 704호 일부 (와동동)","10896","머머리쌤","2026-02-02 16:55:03","I","2026-02-04 00:20:02","일반미용업","179091.554697837","469560.211429233","종합미용업","10","3","7","7","0","0","2","","","","","0","0","2","N",
"55","미용업","05_18_01_P","3410000","3410000-211-2026-00007","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","700-092","대구광역시 중구 동성로2가 0051-0001 2층","대구광역시 중구 동성로 36-2, 2층 (동성로2가)","41938","레이브헤어 228점","2026-02-02 11:56:04","I","2026-02-04 00:20:02","일반미용업","344087.674459326","264495.005513395","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"56","미용업","05_18_01_P","3410000","3410000-211-2026-00008","2026-02-02","","01","영업/정상","01","영업","","","","","","0.00","700-813","대구광역시 중구 대봉동 0745-0005 1층","대구광역시 중구 명륜로26길 29, 1층 (대봉동)","41960","엘 헤어","2026-02-02 15:41:34","I","2026-02-04 00:20:02","일반미용업","344205.43739629","263232.895181111","일반미용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"57","미용업","05_18_01_P","3050000","3050000-213-2026-00003","2026-02-02","","01","영업/정상","01","영업","","","","","","58.50","130-831","서울특별시 동대문구 이문동 291-28 우진빌딩","서울특별시 동대문구 이문로 137, 우진빌딩 1층 (이문동)","02403","르메온헤어","2026-02-02 10:00:38","I","2026-02-04 00:20:02","일반미용업","205356.313479994","455174.018398536","종합미용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"58","미용업","05_18_01_P","5690000","5690000-218-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","16.56","339-010","세종특별자치시 소담동 539 새샘마을7단지 근린생활시설","세종특별자치시 소담3로 8, 새샘마을7단지 근린생활시설 1동 1층 4a호 (소담동)","30151","다을네일","2026-02-02 13:48:05","I","2026-02-04 00:20:02","네일아트업","226800.351704429","331739.812781786","피부미용업, 네일미용업","0","0","1","1","0","0","2","","","","임대","1","0","0","N",
"59","미용업","05_18_01_P","4450000","4450000-212-2026-00001","2026-02-02","","01","영업/정상","01","영업","","","","","","50.75","","충청북도 진천군 덕산읍 두촌리 3148 아모리움 내안애","충청북도 진천군 덕산읍 대하로 114, 2동 203호 (아모리움 내안애)","27874","고원장의모공세척테라피","2026-02-02 14:08:14","I","2026-02-04 00:20:02","피부미용업","247542.050067594","377821.695359678","피부미용업","0","0","0","0","0","0","2","","","","","0","0","2","N",
"60","미용업","05_18_01_P","3150000","3150000-211-2026-00007","2026-02-02","","01","영업/정상","01","영업","","","","","","40.00","157-210","서울특별시 강서구 마곡동 799-11 파인스퀘어","서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 A210호 (마곡동)","07631","헤어 보떼","2026-02-02 11:16:43","I","2026-02-04 00:20:02","일반미용업","184844.841587036","450680.3656089","일반미용업","2","0","0","0","0","0","3","","","","","0","0","0","N",
