사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
세븐일레븐 평택서정점,,205855.954218864,395831.248150552,2026-05-22 03:03:03,U,13,영업중,2026-05-21 19:04:00,,2021-05-08,,경기도 평택시 서정동 ****-*,PHMG120213910165047000014,3910000,경기도 평택시 이충로 ** (서정동),17733,01,영업/정상,,,,10
㈜코리아세븐 등촌5호점,,185932.035421161,451560.536861728,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:37:36,,2021-05-06,,서울특별시 강서구 등촌동 *** 인방빌딩,PHMG120213150037047000145,3150000,"서울특별시 강서구 강서로**길 **, 인방빌딩 (등촌동)",07582,01,영업/정상,,,,
새한웰빙의료기,,203302.375379719,453086.293920097,2026-05-22 03:03:03,U,13,영업중,2026-05-21 17:07:48,,2005-11-22,130-864,서울특별시 동대문구 제기동 ****번지 세우빌딩*층 *호,PHMG120053050034047000021,3050000,"서울특별시 동대문구 고산자로 ***, *층 *호 (제기동, 세우빌딩)",02570,01,영업/정상,,,02-967-8700,
(주)코리아세븐 사당역점,,198260.085928707,441503.878702568,2026-05-22 03:03:03,U,13,영업중,2026-05-21 17:52:13,,2021-05-07,,서울특별시 관악구 남현동 ****-*,PHMG120213200033047000058,3200000,"서울특별시 관악구 남현*길 **, *층 (남현동)",08807,01,영업/정상,,,,
세븐일레븐 이촌2호점,,197722.571038558,446344.591216568,2026-05-22 03:03:03,U,13,영업중,2026-05-21 15:48:13,,2021-05-06,,서울특별시 용산구 이촌동 ***-** 한강맨션,PHMG120213020033047000075,3020000,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",04426,01,영업/정상,,,02-792-8617,
㈜태광광학,2026-05-19,197671.955229016,450714.517202917,2026-05-22 03:03:03,U,03,폐업,2026-05-21 11:34:27,,1994-12-29,,서울특별시 중구 남대문로*가 **번지 *호 *층 ***호,PHMG119943010033047000009,3010000,"서울특별시 중구 세종대로 **, *층 ***호 (남대문로*가)",04527,03,폐업,,,02-753-1648,
(주)코리아세븐 포승본점,,186184.929015558,387620.196174315,2026-05-22 03:03:03,U,13,영업중,2026-05-21 09:25:38,,2024-05-20,,경기도 평택시 포승읍 도곡리 ****-* 동방빌,PHMG120243910168047000014,3910000,"경기도 평택시 포승읍 여술*길 **-**, 동방빌 *층",17955,01,영업/정상,,,,
에스앤비,,194218.155698381,453190.493887627,2026-05-22 03:03:03,U,13,영업중,2026-05-21 13:25:13,,2012-09-06,,서울특별시 서대문구 홍은동 ***-** 지하전체,PHMG120123120033047000038,3120000,"서울특별시 서대문구 모래내로 ***, 지하층 (홍은동)",03658,01,영업/정상,,,02-356-8437,
(주)코리아세븐 평택지산3호점,,205638.198435659,397608.921870103,2026-05-22 03:03:03,U,13,영업중,2026-05-21 18:59:03,,2021-05-08,,경기도 평택시 지산동 ****,PHMG120213910165047000011,3910000,경기도 평택시 지산*로 ** (지산동),17729,01,영업/정상,,,,10
세븐일레븐 강릉상아점,,367270.446373799,474733.138857499,2026-05-22 03:03:03,U,13,영업중,2026-05-21 16:28:13,,2022-04-19,,강원특별자치도 강릉시 옥천동 ***,PHMG120224200028047000093,4201000,강원특별자치도 강릉시 옥천로**번길 *(옥천동),25551,01,영업/정상,,,,
(주)코리아세븐 강릉포남스타점,,368664.69617385,476182.176337997,2026-05-22 03:03:03,U,13,영업중,2026-05-21 16:21:59,,2025-12-09,,강원특별자치도 강릉시 포남동 ****-*,PHMG120254201026047000030,4201000,"강원특별자치도 강릉시 하평*길 **, *층 (포남동)",25565,01,영업/정상,,,,
(주)코리아세븐 대치코스모점,,205670.482074796,445065.70012936,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:01:47,,2021-05-06,,서울특별시 강남구 대치동 ****-*,PHMG120213220033047000293,3220000,"서울특별시 강남구 영동대로**길 **, *층 (대치동)",06174,01,영업/정상,,,,
㈜코리아세븐 마곡에스비점,,185642.667278438,450883.006755308,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:45:02,,2021-05-04,,서울특별시 강서구 마곡동 ***-* 우성에스비타워,PHMG120213150037047000105,3150000,"서울특별시 강서구 강서로 ***, 우성에스비타워 ***호 (마곡동)",07803,01,영업/정상,,,,
(주)코리아세븐 대치한티점,,204881.00311225,444007.980120359,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:04:51,,2021-05-06,,서울특별시 강남구 대치동 ***-**,PHMG120213220033047000288,3220000,"서울특별시 강남구 도곡로**길 **, *층 (대치동)",06208,01,영업/정상,,,,
㈜코리아세븐 화곡제일점,,186240.502685919,449214.164713855,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:35:13,,2021-05-06,,서울특별시 강서구 화곡동 **-**,PHMG120213150037047000109,3150000,"서울특별시 강서구 초록마을로 *, *층 (화곡동)",07679,01,영업/정상,,,,
롯데쇼핑(주)롯데마트 이천점,,240254.30365186,419284.62693122,2026-05-22 03:03:03,U,13,영업중,2026-05-21 10:15:04,,2021-12-20,,경기도 이천시 안흥동 *** 롯데캐슬 골드스카이,PHMG120194070023047000001,4070000,"경기도 이천시 구만리로 *** (안흥동, 롯데캐슬 골드스카이)",17372,01,영업/정상,,,80112500,
배가 생명,,200423.199239351,460496.772657017,2026-05-22 03:03:03,U,02,휴업,2026-05-21 14:53:01,,2025-09-12,,서울특별시 강북구 수유동 ***-*,PHMG120253080033047000048,3080000,서울특별시 강북구 *.**로**길 **-* (수유동),01012,02,휴업,2026-05-21,2028-05-21,,
(주)코리아세븐 관동대점,,365561.787183487,472392.390495797,2026-05-22 03:03:03,U,13,영업중,2026-05-21 16:22:27,,2022-05-30,,강원특별자치도 강릉시 내곡동 ***-**,PHMG120224200028047000114,4201000,강원특별자치도 강릉시 관솔길 ***(내곡동),25602,01,영업/정상,,,,
예스히어링 보청기,,212445.456146159,455816.074199329,2026-05-22 03:03:03,U,13,영업중,2026-05-21 17:45:49,,2018-12-10,,경기도 구리시 인창동 ***번지 *호 신아월드코아,PHMG120183980021047000061,3980000,"경기도 구리시 건원대로**번길 **, 신아월드코아 *층 ***호 (인창동)",11921,01,영업/정상,,,,56.76
세븐일레븐 한남3호점,,200249.924681718,447955.703373239,2026-05-22 03:03:03,U,13,영업중,2026-05-21 15:47:36,,2021-05-04,,,PHMG120213020033047000050,3020000,서울특별시 용산구 대사관로**길 * (한남동),04401,01,영업/정상,,,,
(주)코리아세븐 장당우미점,,205373.887056015,394473.361732856,2026-05-22 03:03:03,U,13,영업중,2026-05-21 19:03:12,,2022-07-19,,,PHMG120223910165047000174,3910000,"경기도 평택시 경기대로 ****, *층 ***호 (장당동, 평택장당*차우미이노스빌)",17740,01,영업/정상,,,,63
㈜코리아세븐 가양프라자점,,187582.851731743,451006.669081811,2026-05-22 03:03:03,U,13,영업중,2026-05-21 11:42:14,,2021-05-04,,서울특별시 강서구 가양동 **** 가양프라자,PHMG120213150037047000104,3150000,"서울특별시 강서구 허준로 ***, 가양프라자 ***호 (가양동)",07532,01,영업/정상,,,,
오지무역,2026-05-12,181429.886692476,469045.573730663,2026-05-22 03:03:03,U,03,폐업,2026-05-21 09:45:00,,2023-07-19,,경기도 파주시 상지석동 ***-**,PHMG120234060482047000070,4060000,"경기도 파주시 고봉로 ***-**, 갤러리하우스상가 가동 B**-R**호 (상지석동)",10911,03,폐업,,,,
세븐일레븐 이태원청화점,,199480.972720827,447678.419872848,2026-05-22 03:03:03,U,13,영업중,2026-05-21 15:48:04,,2021-05-04,,,PHMG120213020033047000048,3020000,서울특별시 용산구 보광로 ** (이태원동),04392,01,영업/정상,,,,
세븐일레븐 평택서정5호점,,205044.880051543,395747.258547996,2026-05-22 03:03:03,U,13,영업중,2026-05-21 18:53:07,,2021-05-08,,경기도 평택시 서정동 ***-*,PHMG120213910165047000017,3910000,"경기도 평택시 점촌로**번길 *, *층 (서정동)",17777,01,영업/정상,,,,10
(주)코리아세븐 고덕파라곤점,,203956.512985445,394664.468517983,2026-05-22 03:03:03,U,13,영업중,2026-05-21 18:55:48,,2022-06-21,,경기도 평택시 고덕동 ****-* 고덕국제신도시파라곤,PHMG120223910165047000165,3910000,"경기도 평택시 고덕국제대로 ***, *층 L***호 (고덕동, 고덕국제신도시파라곤)",18008,01,영업/정상,,,,59.04
세븐일레븐 인천하늘고점,,,,2026-05-22 03:03:03,U,13,영업중,2026-05-21 15:51:23,,2022-02-28,,인천광역시 중구 운서동 *** 인천하늘고등학교,PHMG120223490019047000075,3490000,"인천광역시 중구 영종대로***번길 ***, 인천하늘고등학교 (운서동)",22361,01,영업/정상,,,,
세븐일레븐 강릉문화점,,366788.198376834,474306.962489661,2026-05-22 03:03:03,U,13,영업중,2026-05-21 16:27:46,,2021-05-04,,강원특별자치도 강릉시 임당동 **-*,PHMG120214200028047000020,4201000,강원특별자치도 강릉시 강릉대로***번길 ** (임당동),25529,01,영업/정상,,,,1.09
